,class,sms
468,ham,going ride bike ?
469,ham,"yup , need . 'll jus wait 4 e rain 2 stop ."
470,ham,many company . tell language .
471,spam,okmail : dear dave final notice collect 4 * tenerife holiday 5000 cash award ! call 09061743806 landline . tc sae box326 cw25wx 150ppm
472,ham,"long ha since screamed , princess ?"
473,ham,"nothing . meant money enters account , bank remove flat rate . someone transfered number account number dollar got removed . bank differ charge also url sure trust 9ja person sending account detail co ..."
474,spam,want 2 get laid tonight ? want real dogging location sent direct 2 ur mob ? join uk 's largest dogging network txting moan 69888nyt . ec2a . 31p.msg @ 150p
475,ham,nice line said broken heart- plz n't cum 1 time infront ... wise trust u ... good 9temoticon
476,ham,ok 'm gon na head usf like fifteen minute
477,ham,love aathi .. love u lot ..
478,ham,tension ah ? machi ? problem ?
479,ham,"k , pick another 8th 're done ?"
480,ham,'re guy getting back ? g said thinking staying mcr
481,ham,"almost , see u sec"
482,ham,"yo carlos , friend already asking , working weekend ?"
483,ham,watching tv lor ...
484,ham,thank baby ! cant wait taste real thing ...
485,ham,change fb jaykwon thuglyfe falconerf
486,ham,win really 1 side long time .
487,spam,"free message activate 500 free text message replying message word free term condition , visit url"
488,ham,dear reached railway . happen
489,ham,"depends quality . want type sent boye , faded glory , 6 . want ralphs maybe 2"
490,ham,think 've fixed send test message ?
491,ham,"sorry man account 's dry would , want could trade back half could buy shit credit card"
492,spam,"congrats ! 1 year special cinema pas 2 . call 09061209465 ! c suprman v , matrix3 , starwars3 , etc 4 free ! bx420-ip4-5we . 150pm . dont miss !"
493,ham,"sorry , meeting 'll call later"
494,ham,class number reunion ?
495,ham,free ? call ?
496,ham,got meh ... ?
497,ham,nope ... think go monday ... sorry replied late
498,ham,told accenture confirm . true .
499,ham,"kate jackson rec center 7ish , right ?"
500,ham,dear reache room
501,ham,"fighting world easy , u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose ."
502,ham,u come ?
503,ham,check nuerologist .
504,ham,lolnice . went fish .. water . ?
505,spam,+123 congratulation - week 's competition draw u £1450 prize claim call 09050002311 b4280703 . TandCs/stop sm 08718727868 . 18 150ppm
506,ham,'s waiting e car dat 's bored wat . co wait outside got nothing 2 . home stuff watch tv wat .
507,ham,"maybe westshore hyde park village , place near house ?"
508,ham,know . 's anthony . bringing money . 've school fee pay rent stuff like . thats need help . friend need .... |
509,ham,'s significance ?
510,ham,opinion ? 1 . 2 . jada 3 . kusruthi 4 . lovable 5 . silent 6 . spl character 7 . matured 8 . stylish 9 . simple pls reply ..
511,ham,"8 latest , g 's still scrounge ammo want give new ak try"
512,ham,prabha .. 'm soryda .. realy .. frm heart 'm sory
513,ham,lol ok forgiven emoticon
514,ham,.. jst change tat ..
515,spam,"guaranteed latest nokia phone , 40gb ipod mp3 player £500 prize ! txt word : collect : 83355 ! ibhltd ldnw15h 150p/Mtmsgrcvd18+"
516,ham,semoticonno competition .
517,spam,boltblue tone 150p reply poly mono eg poly3 1 . cha cha slide 2 . yeah 3 . slow jamz 6 . toxic 8 . come stop 4 tone txt
518,spam,credit topped url renewal pin tgxxrz
519,ham,"way transport less problematic sat night . way , u want ask n join bday , feel free . need know definite booking fri ."
520,ham,usually person unconscious 's child adult may behave abnormally . I.ll call
521,ham,'s ebay might less elsewhere .
522,ham,shall come get pickle
523,ham,gon na go get taco
524,ham,"'s rude , campus ?"
525,spam,"urgent ! : mobile . wa awarded £2,000 bonus caller prize 02/09/03 ! 2nd attempt contact ! call 0871-872-9755 box95qu"
526,ham,hi wo n't b ard 4 christmas . enjoy n merry x'mas .
527,spam,"today 's offer ! claim ur £150 worth discount voucher ! text yes 85023 ! savamob , member offer mobile ! c 08717898035 . £3.00 sub . 16 . unsub reply x"
528,ham,yes ! pretty lady like single ?
529,spam,recieve tone within next 24hrs . term condition please see channel u teletext pg 750
530,ham,jay say 're double-faggot
531,spam,private ! 2003 account statement 07815296484 show 800 un-redeemed S.I.M . point . call 08718738001 identifier code 41782 expires 18/11/04
532,ham,Today-sunday .. sunday holiday .. work ..
534,ham,'ll late ...
535,ham,"'ve called . hoping wa l8r malaria know miss guy . miss ban big , pls give love especially . great day ."
536,ham,"good afternoon , love ! go day ? hope maybe got lead job . think , boytoy send passionate kiss across sea"
537,ham,"probably gon na , see later tonight emoticon"
538,ham,maybe fat finger press button doe n't know .
539,ham,ummmmmaah many many happy return day dear sweet heart .. happy birthday dear
540,ham,"tirupur da , started office call ."
541,spam,url monthlysubscription @ 50p/msg max6/month tandcsc web age16 2stop txt stop
542,ham,"famous quote : develop ability listen 'anything ' unconditionally without losing temper self confidence , mean ......... 'MARRIED '"
543,ham,going college pa. . else ill come self . pa .
544,ham,4 oclock mine . bash flat plan .
545,ham,girl doe stay bed . girl doe n't need recovery time . id rather pas fun cooped bed
546,ham,special ?
547,ham,know need get hotel . got invitation apologise . cali sweet come english bloke 's weddin
548,ham,"sorry took long , omw"
549,ham,wait number min ..
550,ham,ok give 5 minute think see . btw 're alibi . cutting hair whole time .
551,ham,"imagine finally get sink bath put pace , maybe even eat left ... also imagine feel cage cock surrounded bath water , reminding always owns ... enjoy , cuck"
552,ham,"hurry , 've weed-deficient like three day"
553,ham,"sure , get acknowledgement 's astoundingly tactless generally faggy demand blood oath fo"
554,ham,Ok. every night take warm bath drink cup milk 'll see work magic . still need loose weight . know
555,ham,'ll look frying pan case 's cheap book perhaps . 's silly frying pan n't likely book
556,ham,. well uv cause mutation . sunscreen like essential thesedays
557,ham,lunchemoticonyou online ? ?
558,ham,know friend already told .
559,ham,hi princess ! thank pic . pretty . ?
560,ham,"aiyo ... u always c ex one ... dunno abt mei , reply ... first time u reply fast ... lucky workin huh , got bao ur sugardad ah ... gee .."
561,ham,hi msg meemoticoni 'm office ..
562,ham,thanx 4 e brownie 's v nice ...
563,ham,geeeee ... love much barely stand
564,spam,gent ! trying contact . last weekend draw show £1000 prize guaranteed . call 09064012160 . claim code k52 . valid 12hrs . 150ppm
565,ham,"fuck babe ... miss already , know ? ca n't let send money towards net ? need ... want ... crave ..."
566,ham,"ill call u 2mrw ninish , address icky american freek wont stop callin 2 bad jen k eh ?"
567,ham,oooh bed ridden ey ? thinking ?
568,ham,"anyways , go gym whatever , love * smile * hope ok good day babe ... miss much already"
569,ham,love ! daddy make scream pleasure ! going slap dick !
570,ham,wot u wan na missy ?
571,ham,yar lor wait 4 mum 2 finish sch lunch lor ... whole morning stay home clean room room quite clean ... hee ...
572,ham,know lab goggles went
573,ham,open door ?
574,ham,waiting call .
575,ham,nope waiting sch 4 daddy ...
576,spam,"? 1,000 cash ? 2,000 prize ! claim , call09050000327"
577,ham,"'m tired arguing week week . want , 'll ."
578,ham,u wait 4 sch finish ard 5 ..
579,spam,"mobile number ha £5000 , claim call u back ring claim hot line 09050005321 ."
580,ham,"arngd marriage u r walkin unfortuntly snake bite u. bt love marriage dancing frnt snake sayin bite , bite ."
581,ham,huh early .. u dinner outside izzit ?
582,ham,ok anyway need change said
583,spam,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow
584,ham,ex-wife wa able kid . want kid one day ?
585,ham,'s scotland . hope showing jjc tendency . take care . live dream
586,ham,tell u headache want use 1 hour sick time .
587,ham,"dun thk 'll quit yet ... hmmm , go jazz ? yogasana oso ... go meet em lesson den ..."
588,ham,`` pete please ring meive hardly gotany credit ''
589,ham,ya srsly better yi tho
590,ham,"'m meeting , call later"
591,spam,"ur chance win £250 wkly shopping spree txt : shop 80878 . T'sandC 's URL-2-URL custcare 08715705022 , 1x150p/wk"
592,spam,specially selected receive 2000 pound award ! call 08712402050 line close . cost 10ppm . 16+ . tandcs apply . ag promo
593,spam,private ! 2003 account statement 07753741225 show 800 un-redeemed S. I. M. point . call 08715203677 identifier code : 42478 expires 24/10/04
594,ham,still grand prix ?
595,ham,"met stranger choose friend . long world stand , friendship never end . let friend forever ! ! ! gud nitz ..."
596,ham,great ! ?
597,ham,gud mrng dear nice day
598,spam,important customer service announcement . call freephone 0800 542 0825 !
599,ham,. wa exhausted train morning . much wine pie . sleep well
600,ham,'m going buy mum 's present ar .
601,ham,mind blastin .. tsunami occur .. rajnikant stopped swimming indian ocean .. emoticon
602,ham,u sending home first 's ok lor . 'm ready yet .
603,ham,speaking doe cash yet ?
604,ham,happy . come noon
605,ham,meet lunch la ...
606,ham,take care n get well soon
607,spam,xclusive @ clubsaisai 2morow 28/5 soiree speciale zouk nichols url rose 2 lady ! ! ! info : 07946746291/07880867867
608,ham,meant say cant wait see u getting bored bridgwater banter
609,ham,neva mind 's ok ..
610,ham,"'s fine , imma get drink somethin . want come find ?"
611,spam,22 day kick ! euro2004 u kept date latest news result daily . removed send get txt stop 83222
612,ham,valentine game . . . send dis msg ur friend . .. 5 answer r someone really love u. Ques- colour suit best ? rply
613,ham,many dependent
614,ham,thanx4 today cer wa nice 2 catch ave 2 find time often oh well take care c u SOON.C
615,ham,called said himemoticonthen choose future .
616,ham,`` happy valentine day '' know early hundred handsomes beauty wish . thought finish aunty uncle 1st ...
617,ham,like v shock leh . co telling shuhui like telling leona also . like dat almost know liao . got ask abt ur reaction lor .
618,ham,family happiness ..
619,ham,come n pick u ... come immediately aft ur lesson ...
620,ham,let snow . let snow . kind weather brings ppl together friendship grow .
621,ham,dear got number dollar hi hi
622,ham,good word .... word may leave u dismay many time .
623,ham,make sure alex know birthday fifteen minute far 'RE concerned
624,ham,"sorry , , got thing . may pub later ."
625,ham,"nah 's straight , bring bud drink something 's actually little useful straight cash"
626,ham,"haha good hear , 'm officially paid market 8th"
627,ham,many lick doe take get center tootsie pop ?
628,ham,yup thk r e teacher said make face look longer . darren ask 2 cut short .
629,spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode url . txt one name 89693
630,spam,today vodafone number ending 4882 selected receive £350 award . number match call 09064019014 receive £350 award .
631,ham,please dont say like . hi hi hi
632,ham,thank u !
633,ham,oh wa forwarded message . thought send
634,ham,got . seventeen pound seven hundred ml - hope ok .
635,spam,"dear voucher holder , 2 claim week offer , pc go http : //www.e-URL tsandcs apply.2 stop text txt stop 80062 ."
636,ham,n funny ...
637,ham,"sweetheart , hope kind day ! one load reason smile . biola"
638,ham,u login dat time ... dad fetching u home ?
639,ham,"shower , baby ?"
640,ham,askd u question hour . answer
641,ham,"well imma definitely need restock thanksgiving , 'll let know 'm"
642,ham,"said kiss , kiss , ca n't sound effect ! gorgeous man n't ! kind person need smile brighten day !"
643,ham,probably gon na swing wee bit
644,ham,ya nice . . .be ready thursday
645,ham,allo ! braved bus taken train triumphed . mean 're b'ham . jolly good rest week
646,ham,"watching cartoon , listening music eve go temple church .. u ?"
647,ham,mind ask happened ? dont say uncomfortable .
648,spam,private ! 2003 account statement show 800 un-redeemed S. I. M. point . call 08715203694 identifier code : 40533 expires 31/10/04
649,ham,prob . send email .
650,spam,"? 1,000 cash ? 2,000 prize ! claim , call09050000327 . tandc : rstm , sw7 3ss . 150ppm"
651,ham,thats cool ! sometimes slow gentle . sonetimes rough hard emoticon
652,ham,'m gon na say . sorry . would normal starting panic time . sorry ! seeing tuesday ?
653,ham,"wait , know wesley town ? bet doe hella drug !"
